53.0,116.0,103.0,300.69941256801616
106.0,111.0,78.0,301.74634939796704
90.0,106.0,101.0,302.22150144802737
106.0,109.0,83.0,302.549259935469
100.0,97.0,107.0,302.74621307499456
102.0,98.0,105.0,303.5328956637155
131.0,94.0,82.0,304.1087612547113
119.0,106.0,78.0,305.5675144045502
68.0,99.0,125.0,306.275847123553
91.0,119.0,83.0,306.74663175616126
100.0,103.0,103.0,306.7614925006886
136.0,108.0,49.0,308.41020649250567
77.0,106.0,116.0,309.815182432406
134.0,99.0,78.0,310.5661916162157
91.0,106.0,110.0,311.5765825553567
125.0,106.0,88.0,318.30774773106765
121.0,98.0,105.0,318.7232280423722
102.0,106.0,111.0,319.8202131667103
45.0,53.0,175.0,323.30743761743247
61.0,122.0,114.0,323.7440425368859
78.0,114.0,120.0,325.62072933859724
101.0,108.0,115.0,325.7066296435337
88.0,109.0,122.0,326.1574341863144
90.0,103.0,129.0,327.0973072917293
76.0,119.0,118.0,329.7031098200319
90.0,122.0,106.0,329.9225051053656
78.0,127.0,106.0,331.00337517161364
130.0,106.0,99.0,331.52857390050104
58.0,102.0,147.0,333.19629865516214
110.0,110.0,115.0,334.6365799266422
99.0,123.0,105.0,336.0256860996641
72.0,122.0,122.0,336.3536782540069
143.0,117.0,66.0,336.45164434785426
135.0,106.0,100.0,336.93269160453247
108.0,115.0,112.0,337.0836320559039
97.0,114.0,121.0,337.1595910600053
137.0,108.0,100.0,341.32291173919896
18.0,117.0,144.0,341.77973992763236
126.0,141.0,29.0,342.7765079100375
115.0,111.0,119.0,343.4406050815046
124.0,121.0,97.0,344.8932862585904
129.0,109.0,114.0,347.36379131340817
127.0,120.0,100.0,348.3377912269569
83.0,141.0,101.0,351.18121546254434
43.0,131.0,133.0,352.14995363303683
81.0,138.0,109.0,352.21151204744854
102.0,136.0,101.0,354.1124027056946
144.0,120.0,87.0,354.19295919561984
112.0,134.0,97.0,354.6660786482829
91.0,122.0,131.0,354.8741799479782
114.0,122.0,118.0,356.42528582439263
66.0,134.0,127.0,356.85064496578957
82.0,118.0,142.0,356.9379979422196
147.0,109.0,112.0,361.8392550351261
88.0,123.0,138.0,362.104158875592
117.0,120.0,125.0,362.4217965213323
150.0,118.0,96.0,363.5928999238021
101.0,122.0,134.0,363.6015187717524
117.0,120.0,127.0,364.3410736778795
97.0,125.0,133.0,364.3449333650051
56.0,130.0,143.0,365.02809716342387
144.0,121.0,102.0,366.21473806361206
137.0,118.0,115.0,366.5252964922749
76.0,122.0,149.0,367.64954971582654
132.0,117.0,123.0,368.13527680901484
76.0,139.0,128.0,369.25516245544895
102.0,125.0,135.0,369.2610441814842
104.0,136.0,120.0,371.52624402591
162.0,121.0,84.0,371.8381914556384
143.0,116.0,119.0,372.70082149594197
152.0,128.0,87.0,372.87181003496363
105.0,122.0,145.0,377.52892583714697
148.0,124.0,110.0,379.9982935816949
121.0,129.0,128.0,380.16059774538047
119.0,136.0,119.0,380.438804006308
131.0,125.0,128.0,382.2418118604701
141.0,136.0,100.0,382.6592116565665
129.0,124.0,133.0,384.0831361420988
93.0,144.0,129.0,385.54937974110396
169.0,128.0,79.0,385.6474618660805
101.0,123.0,155.0,387.5205186099828
168.0,130.0,80.0,387.79375961972363
93.0,140.0,139.0,389.4188729295872
142.0,134.0,113.0,390.4613657264954
175.0,120.0,94.0,390.85917730606633
152.0,139.0,92.0,391.4041229982127
118.0,130.0,141.0,391.96994463861637
46.0,80.0,207.0,393.1310412890338
143.0,135.0,114.0,393.4677038644659
172.0,147.0,7.0,394.5538273242955
96.0,142.0,140.0,394.7967040135974
95.0,133.0,154.0,396.4031915037706
133.0,137.0,126.0,398.1092054363036
141.0,130.0,132.0,400.30310049464396
148.0,127.0,130.0,400.50524731269127
133.0,120.0,152.0,400.99017337164884
152.0,127.0,130.0,403.9799461297553
145.0,135.0,125.0,404.09560962568
125.0,134.0,144.0,404.91134494556337
129.0,138.0,136.0,405.4705623755256
81.0,149.0,148.0,406.35591167488263
123.0,148.0,126.0,406.5224831382331
104.0,142.0,149.0,408.03394370903754
111.0,140.0,148.0,408.1554520607008
114.0,139.0,148.0,408.55723665723997
106.0,161.0,118.0,409.0441411082672
126.0,148.0,129.0,411.1419880953537
148.0,142.0,119.0,411.2540510818708
168.0,134.0,110.0,412.0866679170779
90.0,155.0,143.0,414.0004812044305
160.0,138.0,116.0,414.1092096295372
141.0,136.0,140.0,415.3875567053315
109.0,132.0,166.0,415.5493939691466
31.0,144.0,173.0,415.67074466306866
163.0,143.0,105.0,415.8299071961395
133.0,143.0,140.0,418.80905600359813
112.0,146.0,154.0,423.0407597088016
150.0,133.0,145.0,423.2977675348643
176.0,129.0,123.0,423.4280441748633
62.0,155.0,163.0,425.0168930466176
175.0,140.0,108.0,425.53172390184375
143.0,143.0,140.0,426.20952657921083
127.0,138.0,159.0,426.5068828210748
153.0,147.0,127.0,428.6647464438264
98.0,138.0,176.0,429.0690685950224
177.0,129.0,129.0,429.1359733158594
